Sentence_id,Text,class_label,topic
25971,No president had ever taken on the tobacco lobby before.,Yes,health
24755,"Well, I don't have time in 30 seconds, or whatever -- a minute -- to talk about our health care reform plan.",No,health
19427,You resisted the appointment of a drug czar there because you thought it might interfere with treatment.,Yes,health
26059,"But at the same time, if you want to get off Medicare, get back in the mainstream, we're going to provide jobs.",No,health
28063,We're one of the first states that said you can sue an HMO for denying you proper coverage.,Yes,health
21848,"But if those Mom and Pop stores all get together and pool, they too can bring the cost of insurance down.",Yes,health
25821,So let's stop talking about cutting Medicare.,No,health
32213,"Obviously, Medicare, which is a single-payer system, which takes care of our elderly and does a great job doing it, by the way, and then all of the people who were employed, but people who were working but didn't have the money to afford insurance and didn't have anybody, an employer or anybody else, to help them.",No,health
24532,I am adamantly opposed to legalizing drugs.,No,health
2199,"AARP thinks that the -- the savings that we obtained from Medicare bolster the system, lengthen the Medicare trust fund by eight years.",Yes,health
3911,But we can't do it if we are not willing to give Iraq back its country.,No,military
4394,And I've been proud of their support and their recognition of my service to the veterans.,No,military
22819,"General Shinseki had the wisdom to say, ""You're going to need several hundred thousand troops to win the peace.""",Yes,military
28519,"There may be some moments when we use our troops as peacekeepers, but not often.",Yes,military
18585,"Everybody knows it's hard work, because there's a determined enemy that's trying to defeat us.",No,military
